,review,sentiment
47,"It's going to take some work to keep up with all the material, but she does a very good job of making it engaging and interesting. It's really not as hard as some students make it seem. Very approachable and expectations are clear. One of the best professors in the department.",0.4651190476190476
48,"Filled in to teach Anatomy I for the semester. Runs through powerpoints without taking a breath, so I stopped taking notes. Very nice and will answer questions, but you have to keep up!",0.6875
49,Good professor. Her summer 216 lab is extremely easy and fun.,0.4777777777777778
50,800 slides to study from for an exam. That's ridiculous. She is nice though.,0.13333333333333333
51,"Dr. Kuemerle's lectures aren't the MOST engaging I've ever had, but I felt what you needed to know was pretty clear.  She goes off her powerpoints a lot, with a bit of supplemental information, but she doesn't usually test on it.  You can do well in the course if you just study off the powerpoints and old tests she puts on Blackboard.",0.18333333333333335
52,"Stay away from this course. Study all you want (for days even), it won't guarantee anything on the exam.",0.0
53,Stay away from this class,0.0
54,"Incredibly difficult to stand. My grade was poor, I'm willing to admit that. However, that doesn't excuse the fact that her lectures were very similar to the drone of a jet engine--monotonous, draining. She was quite nit-picky. She can make an hour seem like an eternity--in a bad way.",-0.2333333333333333
55,"Dr. Kuemerle (or as I call her, Babs) is awesome!!  She loves the material, and it shows.  Just study the lecture notes; don't bother with the book.  She loves teaching, she loves getting to meet you, and she loves conversing.  Simply the best!",0.6666666666666666
56,"dry and boriiiing...the tests are all multiple choice, but the questions get pretty nit-picky",0.061111111111111116
57,"Dr Lee is very accessible outside of class and friendly to answer questions. I recommend having a copy of the text book to use for practice questions. If you pay attention to what is covered in lectures, you can figure out what will be on exams. Labs are run by helpful TA's. Very manageable class if you put in the work to stay on top of content.",0.3125
58,"This class is pretty difficult, but Dr. Lee teaches it well. She talks quickly so it's hard to take notes, but she posts the slides and is always willing to answer questions. Labs are participation based, and there are only a few coding problems on the tests. Review homework problems and labs for tests and make sure not to make algebra mistakes",0.0011904761904761782
59,"Pretty simple. Not easy, but do what is expected (go to class, do hw and labs, review for exams) and you should do fine. Lectures teach you what you need to know. She talks fast, but review pp slides on your own and you will be caught up. Labs are P/F &amp; TA provides a lot of help. Exams relate to what is assigned and taught. Also she's pretty hot",0.18333333333333332
60,"Great professor, I learned a lot last semester. She moves pretty fast through lectures, but has very detailed lecture notes that she posts online. Labs and HW are pretty easy but tests are hard.",0.27020833333333333
61,"Professor Lee is extremely nice to her students, but the material in 250 is pretty difficult no matter what. Labs and Homework Assignments tended to get harder as the semester progressed. Fairly straightforward (single) midterm as long as you know what you're doing. Would definitely choose Lee for this class.",0.06294642857142857
62,"Professor Lee talks rather quickly, and sometimes class can get confusing, but the concepts are not that difficult and a short review of the lectures slides will get one back on track. Homework aligns well with tests, and labs were basic and helped to reinforced ideas taught in class. Study lecture slides and complete the homework to do well. ",-0.05238095238095238
63,"Professor Lee talks rather quickly, and sometimes class can get confusing, but the concepts are not that difficult and a short review of the lectures slides will get one back on track. Homework aligns well with tests, and labs were basic and helped to reinforced ideas taught in class. Study lecture slides and complete all  homework to do well.",-0.05238095238095238
64,"She talks at a million miles an hour, and she and her TAs can be pretty disorganized. However, she's nice and very clear about what you need to know. Homework takes a while but it's very straightforward. Overall, the class is still dull as dishwater, but Dr. Lee's a good prof with whom to take it.",0.2679761904761905
65,"The class was easy, and you could probably learn the material solely from the slides. She makes the material more interesting by explaining how things are derived and stuff though. Good class and great professor. Really nice, too :)",0.5761904761904761
66,"Very nice and very clear when speaking. Notes online are very helpful and apply directly to the homework (every week, very straightforward). Exams were reminiscent of HWs. MatLab isn't too bad once you know the basics, so labs were OK. You can probably skip this class and still get a decent grade.",0.18490740740740746
67,Good!,0.875
68,,0.0
69,"Material was hard to understand, and I didn't always get it while I was doing the homework. However, I did always figure it out by the test.  I suspect that she'll get better at teaching the class as she goes on since she's new.  She's very nice and Id recomend taking her class, but you'll have to work hard (but you won't go insane).",-0.02782828282828283
70,"She's rather softspoken and teaches from powerpoints, so I personally found the lectures not helpful. Labs and homeworks are useful and graded fairly. Tests are not too difficult. I learned a lot and enjoyed the material. Much better than the horror stories I heard about other profs for this class. If you have the option, take it with her.",0.19642857142857142
71,"Awesome, Awesome lecturer. Makes history extremely interesting and appreciated with how past historical events affect our current lives. Never forgot this man from his class in the mid 80's. Job well done.",0.30625
72,great.,0.8
73,"He's nice and helpful. Sometimes his lectures go stray from point, generally acceptable. No textbook, readings come from many excerpts. Weekly short responses, several papers, no test. Recommended to international students",0.19166666666666665
74,Dr. Hammack is very kind and helpful. ,0.78
75,The class was very interesting to me because I had no prior knowledge on the topic of the class. Most of the things I learned were new. I had to go through a death in my immediate family & he was very understanding and helpful. He is def. willing to help you if you show interest and willingness to do well in the course. Great intelligent professor.,0.4170454545454545
76,"Class subject is boring, but easy. Prof. Hammack is super nice and cares about his students. Not arrogant at all. I would take the class again.",0.03999999999999998
77,"mind-numbing doesn't begin to describe it! he was boring, the lectures were unfocused and had nothing to do with the readings",-0.7
78,"Boy was that a boring class. Great guy, gave me a good grade I really didn't deserve, but that class was mind-and-body-numbingly boring.",-0.06000000000000001
79,He covers way too much material for the given class.  Thus tests are impossible and most recieve C's D's of F's.  AVOID!,0.05277777777777779
80,No Comments,0.0
81,"Professor Fine is an acquired taste. He can definitely rub some people the wrong way, but he's the kind of guy who couldn't care less and says it how he sees it. He has an amazing background and a very impressive work/education history and knows his stuff. He expects you to come to class and calls you out if you're not prepared/present",0.2785714285714286
82,"Professor fine is the best professor at CWRU. If you do not show up to class you will not do well and will complain about it. If you do show up he will go out of his way to help teach you, even during weekends he will answer questions and help students. He is tough as nails but if you cant handle it then high finance is not for you.",0.29694444444444446
83,Yearns for class participation but when people participate he proceeds to embarrass them and make them look like an idiot in front of the class. Have witnessed him throw assignments in the air cause they weren't stapled (so staple you sh*t together) and racially profile students. My favorite is him expressing how he cares but continues to be a deck,-0.15000000000000002
84,"Professor Fine is a great professor that teaches, applied financial knowledge. He had wants his students to succeed and is willing to help his students.",0.33333333333333337
85,"One of the best professors you will ever have. Has clear, real-world expectations that he is tough but fair with. Applies strong professional background to teach what you actually need to know. Genuinely invested in students - if you put in the work and show interest, he will go above and beyond to help you reach your goals (even after graduation).",0.26049382716049385
86,"He is cocky (OK, you worked for Goldman Sachs for 12 years and you were only a VP...), arrogant (he teaches with an MBA, not a PhD...), and he has his favorite students.If you are not one of them,he can make your life a nightmare. Well-known within the finance department for his stuffiness. Average class whose concepts can be taught by anybody",0.13
87,Never never take this professor.,0.0
88,Hasn't updated his material lately,-0.3
89,"Although he does have a big personality (see below comments), he is extremely helpful and giving of his time.  Classes can be tough, but are great learning experiences.  Always participate in class, as he will grade you on that part of the class (25-33% of total grade).  Overall pretty great prof",0.1670138888888889
90,"totally worth taking, he's freaking smart and corny yet funny. learned the most i ever have in any class...and it's all for finance majors real-world experience.",0.31607142857142856
91,No Comments,0.0
92,"Challenging, exciting, with real world experience beyond any professor.",0.3333333333333333
93,i definitely gonna take his class again if i would have chance. ez to pass,0.0
94,"Prof Gao might just be the nicest man alive. Super helpful and almost too understanding at times. He is always around to help if you stop by his office. Soil Mechanics was the best class of my life. The lecture itself was hilariously boring and the labs were ridiculously weird but easy to do. If you need a science credit, seriously take this class.",0.004761904761904768
95,"This is probably the worst professor I have had so far at Case(even Prahl was better). Uses powerpoint to try and teach physics. Talks very quietly, and practically talks to himself while writing on the board. End up teaching myself this course despite going to all lectures and recitations. Really ruined what would have been a great course/subject.",0.10000000000000002
96,"Very helpful off class. Tests are somewhat difficult to me at the first place, yet the grading is generous",-0.016666666666666663
97,"Great guy, encouraged class participation and involvement through &quot;clicker questions.&quot;  Difficult to understand at times, but not that bad.  Extremely helpful outside of class.  The first test was not that difficult, but the rest were much worse, don't be lulled into a false sense of security!",-0.1861111111111111
98,"The paper, while annoying to write, is not hard to get a good grade on. Focus on writing a good Abstract, Intro, and Conclusion. Make sure your references match the formatting that Ishida gives in his examples. The midterm is typically not easy (our semester midterm was easier than usual for 270). The textbook is all you need to move the mountain.",0.11130952380952376
99,"He is an okay professor, but the class is hard. He doesn't really explain how to write the term paper. The midterm and final are pretty hard, but you can do well if you memorize the textbook. He curves in the end, and he can be funny, so he isn't too bad. You really have to work if you want an A, though.",0.012962962962962985
100,"Really great teacher, works hard to keep class interesting. Wrote his own textbook to make it the right level for the course, which is super helpful. No one really knows how his grading works bc he gives a huge curve which he never explains and there's only 3 big grades in the course. Don't really need lectures for exams, just memorize textbook.",0.27521645021645025
101,"Very peculiar class. Ishida senpai is nice &amp; caring but can be unclear &amp; cryptic at times. Just go to lecture, do the work &amp; you will survive. 1st half of semester was hard (tough midterm &amp; term paper), but the 2nd half is a lot more chill with an easy MC final. Have no idea how he grades, but I got a 30 on the midterm &amp; got a B, so he's generous.",0.07194444444444445
102,"Dr. Ishida is well respected, even though many students do not like him because the course is difficult. If you pay attention and take his advice on the term paper, you will do fine.",0.1388888888888889
103,Attendance is mandatory and is 15% of the grade. There are 2 pop quizes and 2 regular quizes. The midterm was very hard and average was a 60. The class ends up getting curved but the curve size is unclear. Midterm paper is graded harshly and if you miss the main point you won't do well. You MUST memorize small points in textbook T/F and MCQ's.,-0.13541666666666669
104,"Dr. Ishida kind of just throws things at students and expects them to figure it out, but everyone does. His lectures can be disorganized but the textbook is very helpful. He expects students to come to class ready to think critically and answer questions. The class is doable if you put in the effort for the term paper and memorize the textbook.",0.25
105,Lectures really really interesting; Professor tries to include real world examples to make course relevant to our lives; Very condense and useful textbook;,0.25
106,"Ishida sensei may sound harsh and a little degrading when speaking to the class, if you meet him in person he's a very, I repeat, very kind person. The class however, requires a lot of effort in the first half of the semester. The review paper and midterm exam needs lots of effort, especially the latter (re: memorization). Green and great.",0.15234848484848487
107,"This class is awful, if you don't go to class he really might fail you. Go talk to him in Office Hours, I got a 70 on the term paper(due in October) and he said I couldn't have done any better anyway.",-0.2
108,Not much homework. HW+QUIZ+ATTENDENCE only account for 5% of the final grade. His textbook is condensed and useful for his exams. Memorize the textbook and you will do fine on his exams. The paper takes a lot of effort.,0.12333333333333334
109,Very approachable professor. Midterm is hard but a very large curve. Final is easy multiple choice questions. The paper is very important and he assigns it in the beginning of the semester. His lectures are a bit boring but just follow/read his textbook and you'll be fine,0.06187830687830689
110,The exam is really hard. The paper is meaningless. The lecture is so weak. ,-0.3888888888888889
111,Hard grader with difficult papers,-0.39583333333333337
112,His grading policy was vauge and objective. His lectures were weak. ,-0.1875
113,Ishida is a funny guy however his class style is very difficult and everyone does badly on the midterm. However you can make up for it on the paper and the final. Also he gives a big curve. I like him as a professor but there are some people who do not.,-0.21999999999999997
114,Amazing professor and he really cares about his students. He is pretty tough because he puts real life standards on the class with very strict deadlines. Term paper is the hardest part of the class but everything else is pretty straightforward. He hints at the very important topics especially for the first exam. If you skip you will not do well.,0.2232828282828283
115,"Somewhat interesting and smart of a professor.  I did not like his grading, he was incredibly vague about what was expected from the student and did very little to help guide studies for exams or research for the paper.",-0.025892857142857145
116,"Very tough instructor. There are only 3 grades in the class, an exam, a term paper, and a final. Pretty much your screwed if you mess up on one of them. His grading is also very subjective and can be unfair. I would have dropped this class had it not been required. He seems like a nice guy, but he should not be teaching.",0.007716049382716059
117,"I loved this class. His lectures are not exactly kosher, but they kept me listening and I learned a lot (I enjoyed his frequent anecdotes).",0.29375
118,"He really likes to talk about himself and everyone he knows. Very unclear on what is expected of students and what will be on tests. His book is very vague. If you don't go to class to get notes you're screwed. No media vision, no posted notes, no textbook. Its all based on what he says in class and if he likes you, since theres no grading outline.",-0.0875
119,"Amazing brilliant professor who really cares about his student. Once you get past the term paper, there's really no work left for the class, so the first half of the semester will be rough, but the second half will be almost work free. Highly recommended.",0.1328205128205128
120,"Incredible and engaging professor. Grade aside, I learned more about the scientific community than in any other class. I took notes right in the book.",0.3921428571428572
121,Professor Ishida...  Grading is completely subjective based solely upon how he feels.  He will not give partial credit at all even when he is clearly wrong.  He is never in his office to help.  He talks about himself and his accomplishments constantly.  Course does contain good and useful information despite the prof.,0.08333333333333333
122,"The book is useful, aside from the fact that it covers topics in as little as a single paragraph and has no example problems. You get used to it, though. He's incredibly straightforward with what he expects on exams, though the term paper guidelines are purposely ambiguous. Lecture is mostly him dropping names of Nobel Prize winners he's met.",0.18321428571428572
123,"He is an amazing lecturer, but I was never fully aware of what I was supposed to be learning from the notes and lectures.  The exams are very difficult, but if you study the notes closely and listen carefully in class, you should know what is coming.  Be prepared to be shocked by your grades.",-0.11999999999999997
124,Expects perfection.  There is no text book just his notes.  Does not give partial credit... at all.  He is a genius and reminds you of it.  Class averages on exams are around 50%.  Term paper that often goes 10+ pages single spaced.,-0.08571428571428572
125,His lectures are somewhat interesting but exams are impossible. You either love him or hate him.,-0.11666666666666667
126,"He's a nice enough guy. But his intro class is pretty ambiguous and he expects alot out of you. He has no set grading scale for his class and although throughout the semester he'll tell you you're doing fine he has no problem in giving C's. His notes are pretty worthless, but pay attention in class, because he drops hints about his exams.",0.11944444444444442
127,"brilliant scientist and a great lecturer, but he does expect a lot out of his students.",0.8500000000000001
128,"Great teacher, engaging even for so early in the morning!  The tests are difficult, so make sure you put in the effort to prepare for them.  Make sure you can do all HW problems on your own and you put stars in your notes by details he emphasizes in lecture. Chances are they'll turn up as trick T/Fs",0.3464285714285715
129,"funny guy, his test is hard if you take it the first time. Advice: before taking his exam, learn his note carefully. Most of questions are in his note and little thing that he teach in class",0.10416666666666666
130,Prof. Ishida rocks!!,0.0
131,"It takes about 3 classes before you can understand him.  After that, he is an awesome professor, allways willing to take time to help his students.",0.625
132,"Professor Ishida might be the best professor I've ever had at Case.  He speaks clearly, tries to maintain interesting lectures, tells you what he expects of you, and makes sure you are learning.  Although his classes are pretty difficult, he is fair.",0.3357142857142857
133,Professor Ishida rocks!,0.0
134,This might be the most valuable electrical engineering class you can take. I graduated three years ago and my interviews with Apple and Intel touch on a lot of the concepts covered in this class that aren't in any other class at case. If you want to work with analog electronics you should take this class and not worry about the grade.,0.1875
135,"If you don't take this class before graduating are you really an EE? This class might be super stressful but concepts stick with you for life. The fact that I run into Seniors who don't know how switching power regulators either work or are designed shows the flaws in the regular curriculum of Case. Also take 344, 426, and 526 to up your game.",0.033333333333333326
136,"Great teacher, fair grading, tough class. Labs start easy and get harder pretty quickly. Do not take this class with more than 14 credit hours.",0.2534722222222222
137,"Larry is an excellent teach with an impossible class. Since he donated trillions to Case, he has taught this lab course where you actually have to build real-world things, such as perpetual motion machine. All in all, a great course for any E.E. desiring to be in the lab for 30 hours a week only to be grilled by Larry in recitation the next day!",0.1619047619047619
138,This Class may be hard but the knowledge you will gain from the countless hours in the lab are worth it.,0.002777777777777768
139,He does a lot of clicker questions. A lot of concept based lectures and is sometimes hard to get all the material out of them. He is a decent lecturer and usually keeps your interest. He is slightly condescending at times but I don't think he tries to be. He is a decent professor.,-0.07916666666666666
140,"Dr. Kenny is a great guy to talk to, but he is an abismal teacher. His lectures are not helpful, and if it weren't for the clicker participation (which turned out he decided against anyway) I wouldn't even have gone. Outside help is REQUIRED if you want to do well.",0.4
141,"Worst chemistry professor I have ever had. Very unclear, lectures were completely worthless. Tests were designed to trick students and material on them was never explained. If this course is required, good luck.",-0.22500000000000003
142,"Do the assigned problems! That is all I have to say. Going to class is definitely helpful; but probably not that important. His tests are so easy if you do the assigned problems and understand how to do them. Also, text him your questions; he'll respond really quickly.",0.2916666666666667
143,"Do all assigned homework problems (make sure you understand them) and you will do well on the tests. No need to go to class, he goes off on rants. Also, if you ask him a lot of questions closer to the exam he will tell you if there is something you are trying to learn that is not on the exam.",0.5
144,He often goes off on tangents and confuses everyone Sometimes its better not to listen to him,0.5
145,Great professor. Sometimes gets a little off topic. BY far the most helpful man on campus.,0.303125
146,"Didn't teach at all this semester. Class consisted of irrelevant group presentations, campus event announcements, and SI's attempting, but failing to Kenny's dirty work ever. Time for him to get his fourth pink slip.",-0.30000000000000004
147,,0.0
148,"Although monotone and slightly boring in class, EXTREMELY helpful if you go in for extra help. I struggled greatly, but he is a fair grader who is very willing to reteach the information until you understand it. The quizzes can be difficult, but do your homework (ungraded) and you will do fine. Study and complete the reviews.",0.03166666666666666
149,keep up with the course and u'll do fine,0.4166666666666667
150,"As stated before, very monotone.  Quizzes are hard, and you need to work to get a good grade in the class.  No homework, which can be a double edged sword.  A little too good at math, he tends to assume the class can follow along better than they truly can.  Would recommend a different Calc 3 teacher.",0.20260416666666664
151,"Alright teacher, very monotone. Tests are do-able but he does not curve them. He tends to take points off for stupid reasons, looks for answer rather than the understanding of concept. Quizzes are very stressful and will bring your grade down if you do not do good on them.",0.028888888888888898
152,"He will stop if you need him to and he will answer your questions. It is not impossible, but you need to still work to get your A.",0.3333333333333333
153,"If you can get another prof for 126, please do that. He just goes through the material and it's all very monotonous. He seems to be enthusiastic about the subject but he doesn't know how to explain it.",0.21111111111111114
154,He gives detailed notes and was very helpful,0.30000000000000004
155,"Had him for modern physics his first year teaching. He is perfectly fine in a smaller setting class where kids are taking the physics because of pure interest. Really nice guy and will help explain stuff if needed. He isn't out to get anyone or ruin GPA's, and if you are truly interested in the material and pay attention he is a fine teacher.",0.2934523809523809
156,Physics teacher with a heart of gold. Big curves on most exams. Invented the Zube Tube. Ask him about it.,0.25
157,Take honors physics so you don't have this guy as your professor. He doesn't know how to teach and thus puts people to sleep by the class load.,0.0
158,"Really nice guy who cannot teach well at all, at least not to big lecture classes. Basically reads equations straight off the powerpoints and talks about them. HW's every week, but 95% of the problems are solved online somewhere, just search for them. Tests are fairly easy. Class is easy enough to do well in, but avoid if you actually want to learn",0.17083333333333334
159,"To date, probably one of my least favorite professors. He's a fairly nice person, but just doesn't have the gift for teaching. The only I'm able to stay up in class at all is the clicker questions.",0.26
160,"Dismal professor, generally unhelpful and unable to convey knowledge. If you learn well from reading power point slides, you will find this class easy. If you expect any kind of explanation beyond variable names, you will probably have more trouble. Homework from WileyPlus was generally a week or more ahead of us content wise. Avoid if possible.",0.21333333333333337
161,"Had him for both P1 and P2.  Really a useless professor.  That said, there really is no excuse to not get at least a B as long as you do the homework, as he curves very heavily.  I went to class about 5 times total all semester and learned the material from the homework and cramster.  SI sessions can be very helpful too.",-0.12642857142857142
162,"The professor is unable to connect with the students - his lectures are dry, he reads straight from the slides (even complex mathematical equations are read straight from the slides, without explanation), and his course is just plain dull.  The clicker questions are a welcome break from lecture",-0.01917989417989416
163,"This was my first experience with a truly terrible teacher. Any physics teacher who believes that reading off a relativity formula, and then attempting to correct it, is terrible. Of the registered 225ish students in the class, an average of 116 clickers are registered daily.",-0.38
164,Terrible teacher. All he did was write down random equations on the board without explaining them and then deriving other random equations from those. He offers no extra help outside of class and forgot to show up to his own review one time. I have no idea why he is a teacher.,-0.1756172839506173
165,Horrible teacher. Just reads from slides that he doesn't even make. Test are rather easy though.,-0.2833333333333333
166,Lecture is boring and useless.  Be ready to learn from a book for the whole class.,-0.275
167,buy the notes - he reads them to you - go to the si sessions!,0.0
168,"Refuses to give the grading rubric, yet proceeds to grade based on very specific requirements that he doesn't tell you. Ask about including a chart in your essays, because he will take 5 points off everyone's essays for not including a figure. Overall, class was a lot of writing, but he gave everyone A's. As an advisor, doesn't seem to care much.",0.06666666666666667
169,"Very unclear assignment expectations, works under the idea that his students are as knowledgable about the topic as he is, has very misconstrued ideas about what goo writing is, tough grader and shows major favoritism with his grading. Pretty rude and condescending to students and acts very entitled and is a know it all.",0.03194444444444445
170,"Dr. Savinell really cares about his topic and his students. Not the most on top of things; you might have to remind him who you are a few times, but he's a very nice guy. Very willing to take time out of his busy schedule to help you out in any way he can. Great, relaxed atmosphere; he's not big on formalities.",0.3338888888888889
171,"This class sucks! Professor even doesn't know what he is talking about. Lots of work, quiz, reading assignment, project, plus exam... geez... but u cannot learn anything cuz u don't have enough time and background to understand that poor textbook. Plus strongly recommend take some accounting classes b4 taking this one.",-0.08541666666666668
172,"He is one of the best professor at Case by far. Makes sure that everyone understands and if you dont, he will go out of his way to make sure you do. His homeworks are a little hard, but that leads up to his tests being a little bit easier, which is awesome from my point of view. If you have a chance to take a class with him, do so.",0.3041666666666667
173,"Very involved, fair, and enthusiastic. Not many professors are so dedicated to the success of their students.",0.31
