,attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping,sentiment
10,,average,good,average,0,20826331,0,,average,3,MACRO4,Switala is an extremely intelligent man.  He clearly knows his stuff but can be condescending at times.  The material is difficult and he expects it to be as intuitive for us as it is for him.  Not extremely helpful when I did seek him out but definitely makes himself available.  Tests are brutal.,11/13/2012,5.0,5.0,,3,Really into it,3.0,3.0,1,Yes,1352822733000,,1040,,,,[],people,people,-0.0017857142857142794
11,,average,good,average,0,20775565,0,,poor,2,EC11,Derives a lot of equations.  Uses chalk board exclusively.,11/04/2012,4.0,4.0,,2,Sorta interested,2.0,2.0,1,No,1352051855000,,1040,,,,[],people,people,0.0
12,,good,good,good,0,19961098,0,,awesome,5,EC12,"This class was definitely not easy, but instead of using slides Switala works through problems on the board so you can follow his logic. His tests are hard but fair, if you study hard you can do well. He always goes to Tisch the night before a test and responds to emails promptly. One of my favorite economics professors.",03/28/2012,5.0,5.0,,5,Really into it,5.0,5.0,1,Yes,1332918684000,,1040,,,,[],people,people,0.07999999999999999
13,,good,good,good,0,19736523,0,,awesome,5,EC12,Professor Switala is one of my favorite professors at Tufts. I learned so much in his class. His class was really challenging but it was also possible to do really well if you worked really hard. Right before every test he would spend a couple of hours in the library answering any questions you had about the material.,01/17/2012,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1326805543000,,1040,,,,[],people,people,0.19914965986394556
14,,good,good,good,0,18773816,0,,awesome,4,EC12,"Professor Switala is one of the best professors I've ever had. Not only is he great at explaining macro concepts, he is extremely accessible prior to exams and otherwise. Exams were difficult but fair game. If you work hard at this class, it's very possible to do well as he curves quite generously.",06/28/2011,4.0,4.0,,5,Really into it,4.5,4.5,1,Yes,1309275592000,,1040,,,,[],people,people,0.16833333333333333
15,,good,good,good,0,18566174,0,,awesome,5,EC12,"Professor Switala's EC 12 course is the ideal academic experience. The material is challenging, but Professor Switala delivers a clear and comprehensible presentation, makes himself extremely accessible to students, and has a great talent for teaching. If you put effort into this course then you will learn a ton.",05/10/2011,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1305003504000,,1040,,,,[],people,people,0.43928571428571433
16,,good,average,good,0,16975809,0,,awesome,5,EC12,"Switala is an excellent teacher. If you ask him to use the bb instead of ppt, he is very willing, and it's much more helpful. some of the material is difficult, but he makes himself very available. Leading up to exams, he stays in the library (well into the night) to answer any and all of your questions. Highly recommended.",04/10/2010,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1270915602000,,1040,,,,[],people,people,0.33416666666666667
17,,good,average,good,0,16394398,0,,awesome,5,EC12,"The class isn't mandatory, like most in the Economics department. But, literally, if you want to pass the tests you'd better go to class. This guy clearly knows what he's talking about though, and the material really can be interesting if you put the time in. WARNING: VERY QUANTITATIVE",11/18/2009,3.0,3.0,,5,Sorta interested,5.0,5.0,1,No,1258577064000,,1040,,,,[],people,people,0.3333333333333333
18,,good,good,average,0,15459415,0,,good,4,EC12,Tests are HARD.  Pay attention to his derivations as you will have to do similar work from scratch on exams.,02/12/2009,5.0,5.0,,3,Really into it,3.5,3.5,1,Yes,1234446083000,,1040,,,,[],people,people,-0.14583333333333334
19,Not Mandatory,good,good,good,1,28222813,0,,awesome,5,EC11,"Definitely recommend Luallen for Ec 11, man is a stud. Harder than other sections but definitely worth it and the workload is not bad, just study a lot for tests.",05/05/2017,4.0,4.0,,5,,5.0,5.0,1,Yes,1493986882000,Yes,1040,Yes,,A,"['Lecture heavy', 'Test heavy', 'Amazing lectures']",people,person,0.08499999999999999
20,Not Mandatory,good,good,good,1,27249454,0,,awesome,5,EC0011,"If you want to be an Econ Major, take EC11 with him. His lectures are extremely organized, and his slides for the class are extremely clear. Honestly, I'm still using his slides to review for EC16. The tests are definitely hard, and you need to put lots of effort in, but it will worth it. If you just want an easy class, then don't take it with him",11/23/2016,4.0,4.0,,5,,5.0,5.0,1,No,1479931513000,Yes,1040,Yes,,A,"['Respected', 'Tough grader', 'Amazing lectures']",people,person,0.15416666666666665
21,Mandatory,good,average,good,3,25938259,0,,awesome,5,EC11,"Definitely one of my Top 2 professors at Tufts. Great in lecture, on average just 3 hours of hw per week, and awesome guy in general. Tests are tough to most people but they are definitely fair. As long as you do some of the practice exams, take notes and pay attention in lecture, and do the hw, you'll do great!",01/13/2016,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1452727558000,Yes,1040,Yes,,A+,"['Clear grading criteria', 'Caring']",people,people,0.3601010101010101
22,Mandatory,good,good,good,2,25869449,0,,awesome,5,EC11,"Professor Luallen is one of, if not the best economics professors at Tufts. He is able to teach the material in an easy to understand way. And if you have questions he is able to actually clarify the topic, instead of rambling off on a side note. His tests are hard, but doable. Just study and you'll be fine.",01/04/2016,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1451896466000,Yes,1040,Yes,,,"['Tough grader', 'Amazing lectures']",people,people,0.3654761904761905
23,,good,average,good,2,24703327,1,,awesome,5,EC11,Luallen is exactly how he comes off to be on his reviews. Really goes in depth with the material so you don't have to do the reading. The multiple choice on tests are very difficult but get better as the year goes on. He tries to trick you so you really need to know the material. Open responses are very straight forward. Overall a great teacher.,04/30/2015,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1430356938000,,1040,Yes,,,"['Respected', 'Tough grader', 'Inspirational']",person,people,0.13272727272727272
24,Mandatory,good,good,good,1,23979454,1,,awesome,5,11,He's the reason I'm an economics major. The building blocks I learned in his class have made all my other economics classes easier.,12/07/2014,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1417989222000,Yes,1040,Yes,,A,['Respected'],person,person,-0.03125
25,,good,good,good,1,22940695,0,,awesome,5,EC11,"While Prof. Luallen does make the class very difficult at times, his wealth of knowledge and clarity of explanation makes the class interesting and valuable as opposed to a different EC11 professor. While this class is certainly no cake-walk, I definitely recommend it for anyone seriously considering an econ major.",03/24/2014,4.0,4.0,,4,Really into it,4.5,4.5,1,No,1395673224000,,1040,,,,[],people,person,-0.07542517006802721
26,Mandatory,good,average,good,0,22811478,0,,awesome,5,EC11,Professor Luallen teaches Micro the best amongst all the professors because he has great slides and illustrations. Good for a foundation class because you'll understand the models so well that you can apply them nicely on higher level classes.,02/01/2014,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1391271790000,,1040,,,,[],people,people,0.6875
27,,good,good,good,0,21670927,0,,awesome,5,EC11,"Luallen is great. Like the other comments say, he is really tough.  Probably the hardest micro section at Tufts. That said, I have also learned more in his class than I have anywhere else. If you are a serious major, take it with him. If you are a minor/just thinking about econ, take it with someone else. (This is coming from someone who did well).",05/03/2013,5.0,5.0,,5,It's my life,5.0,5.0,1,Yes,1367617948000,,1040,,,,[],people,people,0.08587962962962965
28,,good,good,good,0,21656152,0,,awesome,5,EC11,"Luallen is an excellent professor and amazing lecturer. His slides are very clear and he is able to get his points across in a very concise and easy to understand way. Rarely, if ever, was I bored in class. That being said this was also one of the most challenging classes I've taken. Significant learning comes at the cost of an easy A.",05/02/2013,5.0,5.0,,5,Really into it,5.0,5.0,1,Yes,1367490456000,,1040,,,,[],people,people,0.3668055555555556
29,,average,good,average,0,21549352,0,,good,3,EC0011,"Luallen is by far the most difficult professor I've had at Tufts. Although he is a really nice guy who clearly enjoys teaching economics, he prides himself on being the most difficult teacher for the course and his tests are very challenging. I would definitely not recommend taking his section of microeconomics.",04/17/2013,5.0,5.0,,4,Really into it,3.5,3.5,1,Yes,1366162764000,,1040,,,,[],people,people,0.1611111111111111
30,,good,good,good,0,21170493,1,,awesome,5,EC11,"Luallen is a superstar. You will learn *everything* there is to know in EC11 if you take his class. You'll only get a B+ because his tests are so hard, but if you care about learning the material then you need to take his class. He's also just an awesome guy, and he's great at helping you out if you get stuck - he really cares about his students.",12/26/2012,4.0,4.0,,4,Sorta interested,4.5,4.5,1,No,1356544290000,,1040,,,,[],person,people,0.3416666666666667
31,,average,good,average,0,20987240,0,,good,3,EC11,"Professor Luallen knows his content well, but tends to go through the material very quickly so some post-lesson reading may be required. His tests tend to be really hard (much harder than the other professors teaching the same course), but he curves very generous and most people end up doing well because the tests will become easier over time.",12/07/2012,4.0,4.0,,4,Really into it,3.5,3.5,1,Yes,1354916712000,,1040,,,,[],people,people,0.0880952380952381
32,,average,good,average,0,20631646,0,,average,2,EC11,"He is terrible at explaining concepts and he does not prepare for his tests which are extremely difficult. He is available for office hours, but he lets all students into the room so that it is really hard to get your question across.",09/07/2012,5.0,5.0,,3,It's my life,2.5,2.5,1,Yes,1347006077000,,1040,,,,[],people,people,-0.3479166666666667
33,,good,good,good,0,20180681,0,,awesome,5,EC11,Professor Luallen is fantastic. So clear and enthusiastic. One of my best professors. Tests are hard though.,05/02/2012,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1335993452000,,1040,,,,[],people,people,0.3616666666666667
34,,good,average,good,0,19277540,0,,awesome,5,EC11,Very good professor. Makes micro easier to understand and gives concise lectures.,11/18/2011,2.0,2.0,,5,Really into it,5.0,5.0,1,Yes,1321639228000,,1040,,,,[],people,people,0.505
35,,good,average,good,0,18481468,0,,awesome,5,EC11,"His lectures can be boring, but he definitely has a sense of humor. Test grades received are not negotiable, but he curves reasonably and never down. Class attendance isn't mandatory, and reading the textbook is very helpful for succeeding on the exams. Finally, he's a very adorable professor; a lot of random sports and movie references.",04/27/2011,2.0,2.0,,5,Low,5.0,5.0,1,Yes,1303942399000,,1040,,,,[],people,people,-0.05317460317460316
36,,good,good,good,0,18097415,0,,awesome,4,EC11,"Luallen is a good prof- really enthusiastic in lectures, very helpful in office hours. Tests are considerably harder than problem sets, so extra help and obsessive studying is a must.",01/07/2011,4.0,4.0,,5,It's my life,4.5,4.5,1,Yes,1294405669000,,1040,,,,[],people,people,0.2799999999999999
37,,average,poor,poor,1,17954034,0,,poor,2,EC11,"He teaches Economics for non-Economists.  If you're not a major, I'd recommend him; he's a good lecturer and he'll hold your attention.  If you are a major, stay away.  He's more about the Blind Mem than the theory.",12/15/2010,1.0,1.0,,1,It's my life,1.5,1.5,1,Yes,1292437892000,,1040,,,,[],people,person,0.14625
38,,good,average,good,0,17922155,0,,good,5,EC11,"He's a little over-rated. He is a very clear lecturer and he makes his expectation well know. You should be able to leave the class with a firm understanding of microeconomics, but that doesn't mean that will become your passion. Lectures can get a little dry but being able to print the PowerPoint slides is very helpful. Solid, but not great.",12/12/2010,3.0,3.0,,3,Sorta interested,4.0,4.0,1,No,1292178817000,,1040,,,,[],people,people,-0.0021969696969696972
39,,average,good,good,1,17673126,0,,good,3,EC11,He's really passionate about economics and it comes through in his lectures. Granted it doesn't necessarily mean you'll understand everything that he's saying. He moves pretty fast and it can get a little difficult to follow along at times.,10/20/2010,4.0,4.0,,5,Sorta interested,4.0,4.0,1,Yes,1287536616000,,1040,,,,[],people,person,-0.09999999999999999
40,,good,average,good,1,16937294,0,,awesome,5,EC11,"Amazing professor. Clear, funny, and very organized. You don't even need to go to class if you have all the power points and can get hold of the in class exercises. Tests were pretty easy and he doesn't curve down!",04/01/2010,3.0,3.0,,4,Really into it,4.5,4.5,1,Yes,1270118312000,,1040,,,,[],people,person,0.23412698412698416
41,,average,good,average,0,16678266,1,,good,3,EC11,"He is a really good proff. He knows his stuff and is extremely willing to help. His  powerpoint slides can get boring but he himself is an interesting and fun guy! His class is really fast paced so be prepared for that. But he will come over weekends to give extra office hours. If you are planning on taking EC-11, take him!",01/04/2010,5.0,5.0,,4,Really into it,3.5,3.5,1,Yes,1262644430000,,1040,,,,[],person,people,0.1464285714285714
42,,good,average,good,1,16605346,0,,awesome,5,EC11,"Professor Luallen was one of the best professors I've ever had...ever. Class is VERY fair, will often curve grades because he feels you guys deserve it, even if class average is above 80. He'll take time out of his busy schedule to give review sessions and help you individually. If you're thinking of taking EC-11, make sure you get Luallen!",12/19/2009,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1261250148000,,1040,,,,[],people,person,0.35500000000000004
43,,good,good,good,1,16519752,0,,awesome,5,EC11,"Prof. Luallen is an excellent professor. The online PowerPoints are a great note-taking aid (bring them to class and take notes on them). Lectures are clear and concise, though a bit dry at first, he loosened up toward the end of the semester. Tests were fair and were generally curved so that the mean was a 76-81. Excellent prof, excellent class.",12/10/2009,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1260465368000,,1040,,,,[],people,person,0.4200757575757576
44,,good,average,good,1,16489641,0,,awesome,5,EC11,"He's a great professor. He now posts his power points, which have absolutely everything you need to know. His tests are extremely fair and relatively easy in addition to a generous curve. He is clear, interested in his students, and more than willing to help. Definitely better than other EC11 prof's I've heard about.",12/07/2009,2.0,2.0,,5,Sorta interested,5.0,5.0,1,Yes,1260218901000,,1040,,,,[],people,person,0.36083333333333334
45,,good,average,good,1,16110318,0,,awesome,5,ECON011,"After my Intro to Economics class and having such a terrible teacher, Luallen was a welcome break. If you are able to keep up the class is great, and Luallen has a great grasp of the material and how to teach it. If are not an econ major or pretty good at economics, don't take this class, otherwise its a must.",08/11/2009,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1249993979000,,1040,,,,[],people,person,0.3236111111111112
46,,good,average,good,1,16110303,0,,awesome,5,ECON011,No Comments,08/11/2009,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1249993726000,,1040,,,,[],people,person,0.0
47,,average,average,average,1,15654482,0,,average,3,EC11,"Professor Luallen is a really nice guy, unfortunately he talks really quickly. Make sure to be able to write quickly because he didn't put up the slides on blackboard until the class made him do it. Definitely a powerpoint driven class.  If you go to his office hours, he'll be more helpful than he is in class.",04/15/2009,3.0,3.0,,3,It's my life,3.0,3.0,1,Yes,1239802625000,,1040,,,,[],people,person,0.2833333333333333
48,,average,good,average,1,15377016,0,,good,3,EC11,"He's got a really loud and clear voice, which was helpful in getting myself engaged. As long as you do the reading, the lecture will be helpful in  filling in knowledge gaps that you might had. He's really helpful if you ask for it. Not a lot of work. Test questions are usually applications and aren't that hard, but tricky...",01/15/2009,4.0,4.0,,4,Really into it,3.5,3.5,1,Yes,1232017216000,,1040,,,,[],people,person,-0.03194444444444444
49,Not Mandatory,good,average,good,0,31286897,1,,good,4,FAH04,"if you show up and smile you can get an a, no problem. Probst seems to know what he is talking about and also that everyone in class is asleep but I don't know that he cares all that much. If you can bear to read even one of the outside readings, you should be alright.",01/21/2019,2.0,2.0,,4,,4.0,4.0,1,No,1548089736000,Yes,1040,Yes,,A+,"['Graded by few things', 'Respected']",person,people,0.16666666666666666
50,Not Mandatory,good,average,good,1,30987837,2,,awesome,5,FAH04,Interesting class!,12/12/2018,3.0,3.0,,5,,5.0,5.0,1,No,1544623549000,Yes,1040,Yes,,Not sure yet,"['Gives good feedback', 'Inspirational', 'Caring']",people,person,0.625
51,Not Mandatory,poor,poor,poor,0,30759728,2,,awful,1,FAH04,"Cool accent, boring professor",11/20/2018,1.0,1.0,,1,,1.0,1.0,1,No,1542672227000,No,1040,Yes,,,['Group projects'],people,people,-0.325
52,,poor,average,poor,0,30759614,1,,awful,1,FAH04,"Interesting material presented in the most boring way possible. His powerpoints have bizarre slides that, looking at them again after class, were completely incomprehensible, making it very difficult to study for exams. If you're looking for a no-work art credit, this class is fine. If you're looking for a class worth going to, look elsewhere.",11/19/2018,2.0,2.0,,1,,1.0,1.0,1,No,1542670888000,No,1040,Yes,,,"['Group projects', 'Lecture heavy', 'Participation matters']",person,people,0.06296296296296296
53,Not Mandatory,poor,average,poor,1,30759576,1,,awful,1,FAH04,"Not super difficult, but his test format is very confusing and makes the class significantly harder artificially. Lectures are not engaging at all, and grading criteria for projects is pretty cryptic. Not very approachable. Has a fun accent, if you're into that type of thing",11/19/2018,2.0,2.0,,1,,1.0,1.0,1,No,1542670452000,No,1040,Yes,,B+,[],person,person,-0.16740740740740742
54,Not Mandatory,good,poor,good,0,29724343,1,,good,4,FAH70,"He's not the most amazing professor but you can tell he's smart and knows his stuff. His tests and papers are pretty easy. He might sound condescending but I'm not quite sure if he is actually a condescending person. Kinda hard to tell. Just come to lecture, you don't have to do the readings and you'll get at least a B+",04/01/2018,1.0,1.0,,4,,4.0,4.0,1,No,1522601856000,Yes,1040,Yes,,A,"['Respected', 'Lecture heavy', ""Skip class? You won't pass.""]",person,people,0.23059523809523813
55,,average,average,average,1,25892949,0,,average,3,FAH04,I found the lectures to be very boring. That being said it's still easy succeed in the class. There's two easy group projects. 2 test that are just memorization. And a 3 pg paper. He assigns reading every night but no one ever read. Just try to stay awake and take notes and you should get an A. This is coming from a kid who hates Art.,01/06/2016,2.0,2.0,,3,Meh,3.0,3.0,1,No,1452124007000,,1040,Yes,,A-,['Clear grading criteria'],people,person,-0.04444444444444443
56,Mandatory,average,poor,average,0,25559241,0,,average,2,FAH04,Definite gives you a new perspective on Africa and its art. It was ok. The projects were really easy.,12/05/2015,1.0,1.0,,3,Low,2.5,2.5,1,No,1449349214000,,1040,Yes,,Not sure yet,"[""Skip class? You won't pass.""]",people,people,0.26742424242424245
57,Not Mandatory,average,average,average,0,23379533,0,,poor,2,FAH04,Professor Probst is extremely disorganized. His class is super boring (although I am not that interested in art). I dreaded going every day. Follow his examples for the papers and projects and you will do well. Tests are basically memorization. I didn't think it was very difficult to do well in but a few friends struggled.,06/17/2014,2.0,2.0,,2,Sorta interested,2.0,2.0,1,No,1403020864000,,1040,,,A,[],people,people,-0.23194444444444448
58,,good,average,good,0,20004441,0,,awesome,4,FAH70,Very smart man and very interesting course.,04/05/2012,3.0,3.0,,5,It's my life,4.5,4.5,1,Yes,1333645936000,,1040,,,,[],people,people,0.4642857142857143
59,,good,poor,good,0,17245798,0,,good,5,FAH71,hes out there but hes awesome,05/21/2010,1.0,1.0,,3,Sorta interested,4.0,4.0,1,Yes,1274401178000,,1040,,,,[],people,people,1.0
60,,good,average,good,0,16737289,0,,awesome,5,FAH21,"Professor Probst is amazing. His class &quot;Contemporary Arts of Africa&quot; got me interested in African arts, something I had no idea I would find interesting. He is so sweet and kind also. A great teacher, brilliant man and wonderful class.",01/19/2010,2.0,2.0,,5,It's my life,5.0,5.0,1,No,1263939395000,,1040,,,,[],people,people,0.5555555555555557
61,,average,average,average,0,16066255,0,,good,3,FAHTATT,the decorated body africa and beyond. what a bizarre class. he is awesome though. a true space cadet but does know a lot about african art. entertaining and engaging.,07/26/2009,2.0,2.0,,4,Really into it,3.5,3.5,1,No,1248592248000,,1040,,,,[],people,people,0.44166666666666665
62,,good,average,good,0,14877355,0,,awesome,5,HIST111,"probably the best teacher i have ever had. very clear with his notes, and extremly helpful when you seek him for help. makes his subject very interesting, and easy to learn.",10/17/2008,2.0,2.0,,5,Sorta interested,5.0,5.0,1,Yes,1224253276000,,1040,,,,[],people,people,0.4093333333333334
63,,average,average,average,0,16129677,0,,average,3,EC35,If you are an independent student and really can teach yourself with the book go for it. If you'd like to have an interesting professor to bring the material to life ...not so much. He is nice though.,08/18/2009,2.0,2.0,,2,Really into it,2.5,2.5,1,Yes,1250561902000,,1040,,,,[],people,people,0.32499999999999996
64,,good,average,good,0,15504209,0,,good,4,EC35,"knowledgeable about economic development, pretty helpful outside of class",03/03/2009,3.0,3.0,,4,Really into it,4.0,4.0,1,Yes,1236122764000,,1040,,,,[],people,people,0.15
65,,good,poor,good,0,14936044,0,,awesome,5,EC1,one of the best teachers i've ever had! take him!,11/04/2008,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1225791051000,,1040,,,,[],people,people,1.0
66,,poor,good,poor,0,14923228,0,,awful,1,ANYEC,"oh god please don't take ANY class with this professor. if you have to graduate a semester late to avoid his classes, do it. seriously. he is soo apathetic-he doesn't want to explain things, he doesn't want to grade homework, he doesn't want to make reviews... please save yourself the pain, pick another professor.",10/31/2008,4.0,4.0,,1,It's my life,1.0,1.0,1,Yes,1225454042000,,1040,,,,[],people,people,-0.31666666666666665
67,Mandatory,good,average,good,0,26960897,0,,awesome,5,CD51,"Truly an amazing professor teaching a fantastic class! Take this class! There is a good amount of reading, but it is so worth it and even if you don't do all the reading, pay attention in class because Prof. Feldman's words are gold. He is such a respected and leading figure in the field and he is so passionate about what he is teaching - amazing!",09/07/2016,2.0,2.0,,5,,5.0,5.0,1,Yes,1473288874000,Yes,1040,Yes,,,"['Caring', 'Inspirational']",people,people,0.41785714285714287
68,,average,average,average,1,21849435,1,,average,2,CD51,"Professor Feldman is really a great person, he is very eager to help students understand material and is enthusiastic about course material. His lectures can be somewhat confusing, but he is good at highlighting key points. Tests are essay format but are given out in advance. To get an A you must get about a 95, but it's completely doable.",05/31/2013,2.0,2.0,,4,Really into it,3.0,3.0,1,Yes,1370006059000,,1040,,,,[],person,person,0.3
69,,average,poor,good,0,19757652,0,,good,3,CD51,I went to less than 50% of lectures and got an A. TAs are an amazing resource and outline everything you need to write on the tests. DHFeldman takes himself so seriously and I didn't realize until the last theory that he is a really big deal. I loved his book/ideas  and have a lot of respect for him. He has a lot of respect for students as well.,01/22/2012,1.0,1.0,,5,Really into it,4.0,4.0,1,No,1327242062000,,1040,,,,[],people,people,0.13333333333333333
70,,average,average,average,0,19755823,0,,good,3,CD151,"Great class in the sense that you're required to go out and learn a new skill (i.e., swimming, ASL, juggling), which is really cool. It is a TON of work to do journal entries every week, and it's easy to forget to do them. He IS a bit long-winded, which is frustrating at times, but he's brilliant and really nice. He wants to help his students, too.",01/21/2012,3.0,3.0,,4,Really into it,3.5,3.5,1,No,1327163646000,,1040,,,,[],people,people,0.3132996632996633
71,,poor,average,poor,0,18504198,0,,awful,1,CD51,"Feldman does not lecture, he rambles. Time taken going to lecture would be better spent staying home and (perhaps) reading the material instead. Work: An 8 week project (3hrs expected weekly work, written Journal entry each week, Ending with a 10-15 page paper), 2 essay quizzes, an essay final. Let me save you the trouble: Don't take this course.",05/01/2011,2.0,2.0,,1,Really into it,1.0,1.0,1,Yes,1304290405000,,1040,,,,[],people,people,0.020000000000000007
72,,good,average,good,0,18399975,0,,awesome,4,CD158,"I loved Feldman! He's such a good resource, and he's one of the most knowledgeable professors we have. Brilliant guy. Talk to him and get to know him, because he really wants his students to succeed!",04/13/2011,3.0,3.0,,5,It's my life,4.5,4.5,1,No,1302653900000,,1040,,,,[],people,people,0.5375
73,,average,poor,average,0,18397788,0,,good,3,CD51,"Feldman is SO adorable. He absolutely LOVES what he does and has so many interesting stories about his experience in the field. He can talk in circles sometimes (often) so classes can seem a bit boring but his enthusiasm and interest makes it worth it. Also, he gives you the exam questions ahead of time so the exams are not too bad.",04/12/2011,1.0,1.0,,4,Low,3.5,3.5,1,No,1302635560000,,1040,,,,[],people,people,0.04285714285714288
74,,poor,average,poor,0,18251452,0,,awful,1,CD51,"Worst professor I have ever had. His lectures have no point, his assignments are tedious to an enormous degree, and the his ego is enormous. 95% of the material covered in class I learned from a prior intro course. The only redeeming quality in the class is that the tests are all basically open book. This man should be fired immediately.",03/05/2011,2.0,2.0,,1,Meh,1.0,1.0,3,Yes,1299340317000,,1040,,,,[],people,people,-0.125
75,,poor,good,average,0,17938035,0,,average,1,CD151,Biggest mistake of my life was taking this class. It is without a doubt the worst class I have ever taken. The metahobby assignment is thoroughly ridiculous and unnecessarily long. His lectures don't make any sense. I think he just teaches this class to talk about his own theory and collect &quot;evidence&quot; for his research to support his own theory.,12/14/2010,5.0,5.0,,4,Really into it,2.5,2.5,1,Yes,1292337768000,,1040,,,,[],people,people,-0.03666666666666667
76,,poor,average,poor,0,16877752,0,,awful,1,CD51,Boring lecturer. Completely incomprehensible and impossible to follow. Lecture slides posted online. Test questions given before test.,03/16/2010,3.0,3.0,,1,Really into it,1.0,1.0,1,No,1268750070000,,1040,,,,[],people,people,-0.5222222222222223
