,attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping,sentiment
20,,good,average,good,0,16915626,0,,awesome,5,CHEM235,"Very knowledgeable and engaging professor. Some material was dry, but such is the nature of nanotechnology policy structure.",03/26/2010,2.0,2.0,,4,Sorta interested,4.5,4.5,1,No,1269617013000,,799,,,,[],people,people,0.13333333333333336
21,,good,good,good,0,16140420,0,,awesome,5,PYSC502,Statistics: be prepared to work very hard and learn a ton,08/21/2009,5.0,5.0,,5,Sorta interested,5.0,5.0,1,Yes,1250866338000,,799,,,,[],people,people,-0.3791666666666667
22,,good,good,good,0,10367167,0,,awesome,5,PSYC203,"Very demanding, but I learned a lot. And...he has a mullet. What's not to love&#63;",09/03/2005,5.0,5.0,,4,Low,4.5,4.5,1,,1125763279000,,799,,,,[],people,people,0.2
23,Not Mandatory,good,average,average,0,10020258,0,,good,4,PSYC203,"he's got interesting enough lectures and very straight forward...tests aren't hard, reasonable",07/12/2005,3.0,3.0,,3,Really into it,3.5,3.5,1,,1121208684000,,799,,,,[],people,people,0.13366666666666666
24,,good,good,good,0,3905016,1,,awesome,4,PSYC370,No Comments,05/22/2005,4.0,4.0,,5,It's my life,4.5,4.5,1,,1116778951000,,799,,,,[],person,people,0.0
25,,good,average,good,0,3510307,0,,awesome,5,PSYC203,Three hightly curved tests and a final paper,03/27/2005,3.0,3.0,,4,Really into it,4.5,4.5,1,,1111967740000,,799,,,,[],people,people,0.0
26,,good,good,good,0,2620931,1,,awesome,4,PSY203,No Comments,10/30/2004,4.0,4.0,,5,It's my life,4.5,4.5,1,,1099164825000,,799,,,,[],person,people,0.0
27,,good,good,good,0,923030,0,,awesome,5,PSYCH203,"Excellent teacher, very demanding on course load",05/04/2003,5.0,5.0,,5,,5.0,5.0,1,,1052066481000,,799,,,,[],people,people,0.6
28,,good,average,good,0,19967869,4,,awesome,5,PSYC202,"Hebl is such a fantastic professor. Classes were so inspiring every time, she's one of the best at Rice!",03/29/2012,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1333019887000,,799,,,,[],people,people,0.475
29,,good,average,good,0,14900792,0,,awesome,5,PSY203,"Loved her lectures, tests were fair, pretty fun class. Journals were useless busy work and got annoying very quickly. Had no problem til the end of the semester when she miscalculated my grade. Very hard to get a hold of her to this to fix this, multiple emails before any response. Probably won't take her class again because of the grading error.",10/25/2008,3.0,3.0,,4,Sorta interested,4.5,4.5,1,Yes,1224943286000,,799,,,,[],people,people,0.08041666666666666
30,,average,good,poor,0,14659027,3,,poor,2,PSYC202,"Most arrogant, lazy teacher at Rice!! She ignored several emails I sent her over the summer addressing a grade miscalculation of my final grade.   She has this attitude that if she gives everyone a few extra points on a test, there is no need to correct grading errors.  Ditsy and funny in class, but I'm never taking another class with her.",07/14/2008,4.0,4.0,,1,Really into it,1.5,1.5,1,Yes,1216073190000,,799,,,,[],people,people,0.022767857142857142
31,,good,average,good,0,14501605,0,,good,4,PSYC202,Made class fun.  My only major critism is the lack of the accountability she puts on the TAs. Check over your grade calculation at the end of the class--my grade was .5 too low due to a silly calculation error and it was corrected to bring my grade up.  A few other students had this problem.,05/20/2008,2.0,2.0,,4,Sorta interested,4.0,4.0,1,Yes,1211313493000,,799,,,,[],people,people,-0.0734375
32,,good,average,good,0,12862214,0,,awesome,5,PSYCGEND,she really does have an amazing laugh. best professor at rice,02/13/2007,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1171388941000,,799,,,,[],people,people,0.525
33,,good,average,good,0,10863520,0,,awesome,5,PSYC260,"Mikki is my favorite prof at Rice. She is very helpful, and every psych major should take this class. She helps you to figure out what you want to do and how to achieve it.",11/09/2005,2.0,2.0,,5,It's my life,5.0,5.0,1,,1131547173000,,799,,,,[],people,people,0.25416666666666665
34,,good,average,good,0,10711745,0,,awesome,5,PSYCHOFGENDER,Mikki is by far the best psych professor at Rice.,09/26/2005,3.0,3.0,,5,It's my life,5.0,5.0,1,,1127771560000,,799,,,,[],people,people,0.55
35,Mandatory,good,average,good,0,10302836,0,,awesome,5,2002,No Comments,08/31/2005,3.0,3.0,,5,It's my life,5.0,5.0,1,,1125485409000,,799,,,C,[],people,people,0.0
36,,good,average,good,0,10276655,0,,awesome,5,PSYCHOFGENDER,I really enjoy the class.  She keeps it very interesting and has a lot of energy.,08/30/2005,3.0,3.0,,5,It's my life,5.0,5.0,1,,1125434003000,,799,,,,[],people,people,0.525
37,,good,average,good,0,10258318,0,,awesome,5,PSYCH331,Hebl is such a fun professor. Her laugh is so amazing. She makes even the  most stupid topics fun and interesting. Make sure to take her class and also get to know her. A++,08/30/2005,2.0,2.0,,5,It's my life,5.0,5.0,1,,1125422096000,,799,,,,[],people,people,0.24444444444444446
38,,average,poor,average,0,3549223,0,,average,2,PSYC340,Enthusiastic but not deep.,04/03/2005,1.0,1.0,,3,Sorta interested,2.5,2.5,1,,1112555268000,,799,,,,[],people,people,0.3
39,,good,average,good,0,3535258,0,,awesome,5,INTROTOIO,Manages to make a potentially dull subject interesting and is one of the most helpful professors I have ever seen in office hours.,03/31/2005,3.0,3.0,,5,Low,5.0,5.0,1,,1112285495000,,799,,,,[],people,people,0.13541666666666666
40,,good,average,good,0,2585710,0,,awesome,5,PSYC202,I'm shocked that there are only a few ratings up here. When I had Mikki at Rice there was an article in the newspaper about students sleeping in the registrars office to get into her classes... she is the best prof at Rice.,10/24/2004,3.0,3.0,,5,It's my life,5.0,5.0,1,,1098629503000,,799,,,,[],people,people,0.025000000000000022
41,,good,average,good,0,1568748,0,,awesome,5,PSYC202,Mikki is the best teacher I have had at Rice.  Even if you aren't a psych major this class is worth taking!,01/02/2004,3.0,3.0,,4,,4.5,4.5,1,,1073060627000,,799,,,,[],people,people,0.4791666666666667
42,,good,average,good,0,1538331,0,,awesome,5,PSYC202,Took Social Psych with her and loved it! I can't wait to take another course with her. There's a reason that there are huge lines for her office hours and people sitting on the floor of a lecture hall for her 8 AM classes! Take her class if you can!,12/19/2003,2.0,2.0,,5,,5.0,5.0,1,,1071863010000,,799,,,,[],people,people,0.5111111111111112
43,,good,good,good,0,1215880,0,,awesome,5,PSYCH200,Mikki is an amazing professor.  I've never learned as much as I have in her class.  She is the best-ever.,10/23/2003,5.0,5.0,,5,,5.0,5.0,1,,1066931634000,,799,,,,[],people,people,0.4
44,,good,average,good,0,1025675,0,,awesome,5,PSY,No Comments,06/24/2003,3.0,3.0,,5,,5.0,5.0,1,,1056477842000,,799,,,,[],people,people,0.0
45,,poor,average,poor,0,923052,1,,awful,1,PSYC202,No Comments,05/04/2003,2.0,2.0,,1,,1.0,1.0,1,,1052066812000,,799,,,,[],person,people,0.0
46,,good,average,good,0,20171613,0,,awesome,5,PSYC340,Loved this class. She and the TA were so helpful and fun.,05/02/2012,2.0,2.0,,5,It's my life,5.0,5.0,1,No,1335919307000,,799,,,,[],people,people,0.5
47,Mandatory,good,average,good,2,25229875,1,,awesome,5,MATH212," Professor Gao is amazing. Highly recommend. He makes even a difficult and tedious class, Multivariable Calculus, seem fun and easy. Lectures are hysterical too.",10/06/2015,2.0,2.0,,4,It's my life,4.5,4.5,1,Yes,1444094753000,,799,Yes,,,"['Amazing lectures', 'Respected', 'Hilarious']",person,people,-0.07238095238095237
48,,good,average,good,1,23985940,1,,awesome,5,MATH212,I would love to take more classes with Prof. Gao. I will definitely miss him. ,12/08/2014,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1418048513000,Yes,799,Yes,,,"['Gives good feedback', 'Amazing lectures']",person,person,0.3333333333333333
49,,good,poor,good,0,22089042,0,,awesome,5,MATH212,he is the best!,08/27/2013,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1377632188000,,799,,,,[],people,people,1.0
50,,average,average,average,0,18070258,4,,average,2,MATH102,"Mr. Gao was a really nice man. If you have trouble understanding native Chinese speakers' accents, you may have an issue, though. His explanations were very thorough, but he didn't give us much time to process the information he taught us and went at a fast pace. Nice guy, but there are better teachers out there.",01/01/2011,3.0,3.0,,3,Low,2.5,2.5,1,Yes,1293891374000,,799,,,,[],people,people,0.2625
51,,average,average,poor,0,16118032,1,,poor,2,MATH300,not at all helpful outside of the classroom.,08/13/2009,3.0,3.0,,1,Really into it,1.5,1.5,1,No,1250179419000,,799,,,,[],person,people,0.0
52,,average,average,average,1,13937378,0,,average,3,MATH211,"Great at entertaining he class, not so great at teaching it...doesnt do much explaining...and the homework sets can get tiresome...first two tests are a breee though",01/03/2008,2.0,2.0,,2,It's my life,2.5,2.5,1,Yes,1199327090000,,799,,,,[],people,person,0.5750000000000001
53,,average,average,average,0,12640336,1,,poor,2,MATH211,"Entertaining teacher. Tests are just like previous years.  2 Midterms, 1 Final +HW and a project. Easy to get a good grade, but HW still takes time. Dont really learn much from class since Gao just tells you how to do something, not what it is actually happening.  If u just need it for a major requirement/distribution and not knowledge, good class.",12/18/2006,2.0,2.0,,2,Sorta interested,2.0,2.0,1,Yes,1166482696000,,799,,,,[],person,people,0.26291666666666663
54,,average,average,average,1,11104711,0,,poor,2,MATH211,Study old tests!!,12/09/2005,2.0,2.0,,2,Low,2.0,2.0,1,,1134147977000,,799,,,,[],people,person,0.15625
55,,good,average,average,1,11005203,0,,good,4,MATH211,"Funniest teacher you will ever have. The day before exams, he goes over everything that will be on the exam. And not just what might be on the exam. He literally numbers the topics as he reviews them, and the numbers match up with questions on the exam.",11/29/2005,2.0,2.0,,3,Sorta interested,3.5,3.5,1,,1133275683000,,799,,,,[],people,person,0.0
56,,good,poor,good,0,10784786,0,,good,5,MATH102211,"study the old tests cuz every year they're exactly the same, he just changes the numbers. definitely an easy A",10/17/2005,1.0,1.0,,3,Sorta interested,4.0,4.0,1,,1129587528000,,799,,,,[],people,people,0.19583333333333333
57,Mandatory,average,average,average,0,10759666,1,,average,3,DIFFE,awesome. the gaoster,10/10/2005,2.0,2.0,,3,It's my life,3.0,3.0,1,,1128953787000,,799,,,B-,[],person,people,1.0
58,,good,average,good,0,10569772,0,,awesome,5,MATH211,Gao rocks you.,10/10/2005,3.0,3.0,,5,Sorta interested,5.0,5.0,1,,1128910096000,,799,,,,[],people,people,0.0
59,,average,poor,poor,0,10017517,0,,poor,2,MATH211,sucks. worthless unless you're an academ. you learn absolutely nothing in this class beyond how to solve gao's problems. take math 221/222 or just learn it on your own.,07/12/2005,1.0,1.0,,1,Really into it,1.5,1.5,1,,1121168399000,,799,,,,[],people,people,-0.07500000000000004
60,,good,average,good,0,2848458,0,,awesome,5,MATH201,GAO: YAN CAN CALCULUS. The man rocks.,11/28/2004,2.0,2.0,,4,Sorta interested,4.5,4.5,1,,1101682134000,,799,,,,[],people,people,0.0
61,,good,poor,average,0,2575973,0,,good,4,MATH222,"He was kind of disorganized, but he was very funny. Once you got past the accent, I think he explained things fairly clearly as well.",10/21/2004,1.0,1.0,,3,Really into it,3.5,3.5,1,,1098375881000,,799,,,,[],people,people,0.19375
62,,good,poor,good,0,2304412,0,,awesome,5,MATH102,Dr gao is an easy math prof,07/09/2004,1.0,1.0,,5,,5.0,5.0,1,,1089373807000,,799,,,,[],people,people,0.43333333333333335
63,,good,average,good,0,2304411,0,,awesome,4,MATH102,No Comments,07/09/2004,2.0,2.0,,5,,4.5,4.5,1,,1089373718000,,799,,,,[],people,people,0.0
64,,good,average,good,0,2281384,0,,awesome,5,MATH102,funny funny,06/29/2004,2.0,2.0,,4,,4.5,4.5,1,,1088470529000,,799,,,,[],people,people,0.25
65,,good,poor,good,0,1983394,0,,good,4,MATH102,HAHA,04/18/2004,1.0,1.0,,4,,4.0,4.0,1,,1082318154000,,799,,,,[],people,people,0.2
66,,good,average,good,0,1887843,0,,good,4,MATH102,No Comments,04/01/2004,3.0,3.0,,4,,4.0,4.0,1,,1080861753000,,799,,,,[],people,people,0.0
67,,good,poor,average,0,1142560,0,,average,4,MATH102,"Very easy, but he only taught about 7 concepts for the entire class.  Not a prof for someone who really loves math.",09/19/2003,1.0,1.0,,2,,3.0,3.0,1,,1064002132000,,799,,,,[],people,people,0.19083333333333335
68,,average,average,average,0,1023590,0,,poor,2,MATH222,"did not cover much material.  moved slowly for the level of students in the class.  while he showed many of the attributes that would make him a popular teacher, he did not show any that make him a GOOD teacher.",06/23/2003,2.0,2.0,,2,,2.0,2.0,1,,1056367777000,,799,,,,[],people,people,0.33999999999999997
69,,good,average,good,0,897063,0,,good,4,MATH212,No Comments,04/28/2003,2.0,2.0,,4,,4.0,4.0,1,,1051550246000,,799,,,,[],people,people,0.0
70,,good,poor,good,0,622267,0,,awesome,5,MATH102,"if you take-a square root, god will punish you!",02/24/2003,1.0,1.0,,5,,5.0,5.0,1,,1046080691000,,799,,,,[],people,people,0.0
71,,good,average,average,0,603722,0,,good,4,MATH102,funny guy...in 102.  but not in 212,02/20/2003,2.0,2.0,,3,,3.5,3.5,1,,1045758609000,,799,,,,[],people,people,0.25
72,,good,average,good,0,16456819,0,,good,4,HART372,No Comments,12/02/2009,2.0,2.0,,4,Meh,4.0,4.0,1,No,1259784188000,,799,,,,[],people,people,0.0
73,,good,average,good,0,30109457,0,,awesome,5,EDUC325,By far the best class I've taken at Rice and one of my most favorite professors. This one class inspired me to follow my dreams and switch to the education field after 2 years in engineering. Take this class if you want to have insightful and meaningful conversations about the education system and current events. Very interesting class and prof,05/15/2018,2.0,2.0,,5,,5.0,5.0,1,No,1526356939000,Yes,799,Yes,,A,"['Gives good feedback', 'Amazing lectures', 'Accessible outside class']",people,people,0.4642857142857143
74,Mandatory,poor,good,poor,1,28611209,1,,awful,1,EDUC330,The class is centered around 15 hours of observation at a local high school which I really enjoyed. The thing I didn't enjoy was having to write a final paper up to 20 pages long about our observations. Instead of discussing them she was more concerned about the timelone. She told me I skipped grammar day in elementary which made me feel terrible.,08/14/2017,4.0,4.0,,1,,1.0,1.0,1,No,1502672946000,No,799,Yes,,A-,"['Get ready to read', 'Tough grader', ""Skip class? You won't pass.""]",person,person,0.09000000000000001
75,,poor,good,poor,1,16327388,1,,awful,1,EDUC202,No Comments,11/06/2009,4.0,4.0,,1,Really into it,1.0,1.0,1,No,1257532565000,,799,,,,[],person,person,0.0
76,,good,good,good,0,16059401,0,,awesome,5,POLI481,Dr. Stein is an amazing professor.,07/23/2009,4.0,4.0,,5,It's my life,5.0,5.0,1,No,1248316625000,,799,,,,[],people,people,0.6000000000000001
77,Not Mandatory,poor,good,poor,0,28936329,0,,awful,1,STAT310,"It is so hard to keep up with the pace of his classes. There's no organization whatsoever. He just keeps talking and talking and I struggled to follow him. His handwriting is also terrible. When you're trying to figure out what he wrote on the board, he has already jumped to the next topic.",11/19/2017,4.0,4.0,,1,,1.0,1.0,1,No,1511130716000,No,799,Yes,,,"['Test heavy', 'Tough grader', 'Lecture heavy']",people,people,-0.4305555555555556
78,Not Mandatory,average,good,average,0,22683440,0,,poor,2,STAT410,The class was quite well taught but learnt more from the book since the flow in the book was much better. Teaching style deteriorates for difficult topics. His grading is extremely strict. A lot of work for a 400 level class. I don't recommend this class if you want a decent grade for the hard work required.,01/02/2014,4.0,4.0,,2,Sorta interested,2.0,2.0,1,Yes,1388626679000,,799,,,B+,[],people,people,0.04166666666666666
79,,average,good,average,0,18412074,0,,average,2,STAT310,"Dr. Guerra's classes are confusing, and his handwriting is not legible.  He was a nice guy and encouraged students to come see him.  The tests in the class were like a race, and I was never able to finish a good portion of them.  The class is really difficult if you're not a stat genius, but he does curve a lot.",04/14/2011,5.0,5.0,,3,Low,2.5,2.5,1,Yes,1302804554000,,799,,,,[],people,people,0.024999999999999984
80,,good,average,good,0,17622197,1,,awesome,5,STAT305,Dr. Guerra is AWESOME!,09/29/2010,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1285793359000,,799,,,,[],person,people,1.0
81,,good,average,good,0,17400070,0,,awesome,4,STAT305,,07/08/2010,2.0,2.0,,5,Sorta interested,4.5,4.5,1,Yes,1278560555000,,799,,,,[],people,people,0.0
82,Mandatory,good,average,good,0,28611177,0,,good,4,FILM432,"Be prepared to watch a lot of western films that are sometimes questionable. I enjoyed most of them but I grew up watching Bonanza. The only grades are three essays. If you're not a senior your final paper is due almost two weeks after the last day of class which was very nice. Overall, an easy Distribution 1 credit.",08/14/2017,2.0,2.0,,4,,4.0,4.0,1,No,1502672002000,Yes,799,Yes,,A-,"['Graded by few things', 'So many papers', ""Skip class? You won't pass.""]",people,people,0.1443939393939394
83,,good,good,good,0,19689545,1,,awesome,5,FILM328,"Amazing professor!  Gave me the foundation for my professional and academic career.  In the years after graduating from Rice, I've met dozens of former student's who say Huberman's courses were the highlight of their undergrad education!",01/08/2012,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1326037249000,,799,,,,[],person,people,0.21250000000000002
84,,good,good,good,0,15290808,1,,awesome,5,AAH400,Best professor I've had.  Inspired and supported my career.,12/29/2008,4.0,4.0,,5,Low,5.0,5.0,1,No,1230548769000,,799,,,,[],person,people,1.0
85,Mandatory,average,good,average,0,26097322,0,,poor,3,MGMT543,"Very hard on students with finance background, ie. not open to intellectual challenges",02/29/2016,4.0,4.0,,1,Low,2.0,2.0,1,No,1456751700000,,799,Yes,,A-,[],people,people,-0.026388888888888906
86,,good,good,average,1,17911948,0,,good,5,MGMT543,Probably the best professor I've ever had - the final was impossible though.,12/11/2010,4.0,4.0,,2,Really into it,3.5,3.5,1,Yes,1292070135000,,799,,,,[],people,person,0.11111111111111112
87,,average,average,poor,0,17868060,2,,poor,2,MGMT7000,"Not open to a fair intelectual discussions, u have to always agree with him, avoid him if u can",12/05/2010,3.0,3.0,,1,Sorta interested,1.5,1.5,1,Yes,1291593579000,,799,,,,[],people,people,0.35
88,,good,good,good,0,19892253,0,,awesome,5,MUS230,Thomas Jaber is fantastic. He runs a fantastic choral program but more importantly he is one of the top vocal coaches in the country. He has been a professor at Curtis and AVA and is in demand by some of the world's greatest singers. Couldn't recommend him more!,03/08/2012,5.0,5.0,,5,It's my life,5.0,5.0,1,Yes,1331216487000,,799,,,,[],people,people,0.5464285714285715
89,,good,good,good,0,15077819,0,,awesome,5,MUSI335,"Mr. Jaber has a way of teaching music that makes me want to sing.  I have participated in many choral ensembles throughout my life.  I have never encountered a teacher who knows as much, is as gifted with art of analogy, is as fun, or is as serious as Thomas Jaber.  The Rice Chorale is an amazing organization.",12/01/2008,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1228120318000,,799,,,,[],people,people,0.31333333333333335
90,Not Mandatory,good,poor,good,1,22729737,0,,awesome,5,MATH102,I had this professor for MATH 102 at Rice University and I can attest she was an extraordinary teacher! She always had a smile on her face and always taught the concepts with utmost clarity.  Her face brightened up the world and her passion inspired me to pursue a career as an artist.  She taught me the value of passion.,01/10/2014,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1389315782000,,799,,,C+,[],people,person,0.3583333333333333
91,,good,average,good,0,21511493,0,,awesome,5,MATH2153,She is the best professor I've had! She teaches everything in a simple way that is easy to understand and will always help you during office hours. Her sense of humor made the class fun too.,04/10/2013,2.0,2.0,,5,Sorta interested,5.0,5.0,1,Yes,1365582271000,,799,,,,[],people,people,0.43333333333333335
92,,good,average,good,0,20836394,0,,awesome,4,MATH2144,Very helpful and friendly!,11/14/2012,2.0,2.0,,5,Sorta interested,4.5,4.5,1,Yes,1352918279000,,799,,,,[],people,people,0.334375
93,,good,poor,good,0,18999002,0,,awesome,4,MATH105,"She's helpful and very nice, you can tell she's pulling for you to do well.",09/14/2011,1.0,1.0,,5,Low,4.5,4.5,1,Yes,1316005603000,,799,,,,[],people,people,0.78
94,,good,average,good,0,16915581,0,,awesome,4,MATH102,Extremely clear and helpful. Obviously loves her subject and cares about the students.,03/26/2010,2.0,2.0,,5,Really into it,4.5,4.5,1,No,1269616530000,,799,,,,[],people,people,-0.022222222222222213
95,,good,average,good,0,22749926,0,,awesome,5,FWIS115,Wonderful professor. He's very passionate about photography and his enthusiasm will rub off on you.,01/14/2014,2.0,2.0,,5,It's my life,5.0,5.0,1,No,1389704728000,,799,,,,[],people,people,0.4675
96,,good,average,good,0,15071829,0,,awesome,5,ARTS225,BEST PHOTO TEACHER I HAVE EVER HAD!!!!  he makes learning so much fun and makes going to class fun and interesting!!,11/28/2008,3.0,3.0,,5,It's my life,5.0,5.0,1,No,1227908151000,,799,,,,[],people,people,0.5953125
97,,good,average,good,0,19501618,0,,good,4,ENGL3XX,Dr. Browning creates a relaxed intellectual atmosphere that focuses on discussion instead of direct lecture. You learn through yourself and other students - it's nice class to balance with other lecture based courses.,12/14/2011,2.0,2.0,,4,Really into it,4.0,4.0,1,Yes,1323857524000,,799,,,,[],people,people,0.15
98,,poor,good,poor,1,14993741,0,,awful,1,ENG3XX,"He can spend the entire class wondering off tangents on really boring things. For example if a character in the textbook has a bulldog he'll start talking about his dog for the rest of the class. He never seems to understand students when they say their opinions, instead he says something totally unrelated and says that's what they just said.",11/13/2008,5.0,5.0,,1,It's my life,1.0,1.0,1,Yes,1226616260000,,799,,,,[],people,person,-0.3333333333333333
99,,good,average,good,0,21736463,0,,awesome,5,HEAL422,"Great professor, and truly interested in the students taking the course-- outside of the course. He is chair of the KINE department/Health sciences, so you will see him for many classes. Very approachable, and super nice. His door is always open. He's fair, & takes feedback. Doing the readings=key in his classes.  Hot in a silver fox kind of way.",05/11/2013,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1368289255000,,799,,,,[],people,people,0.38484848484848483
100,,poor,poor,poor,1,20658309,0,,awful,1,ECON455,He rambles incoherently almost daily.  The farthest thing from a class i've ever had.  His test are often multiple choice and are usually 5 or 6 questions or an essay of some sort.   I guess he must be good at research because they're sure not keeping him around for his ability to teach.,09/23/2012,1.0,1.0,,1,Really into it,1.0,1.0,1,No,1348439001000,,799,,,,[],people,person,0.12499999999999999
